word,freq,position,style,height
emperativo,20.96885695,labial,news,mid
emperativo,20.96885695,labial,news,mid
emperativo,20.96885695,labial,news,mid
emperativo,20.96885695,labial,news,high
emperativo,20.96885695,labial,news,high
emperativo,20.96885695,labial,forum,mid
emperativo,20.96885695,labial,forum,mid
emperativo,20.96885695,labial,forum,mid
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperativo,20.96885695,labial,forum,high
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,mid
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,forum,high
emperyo,43.81913167,labial,news,mid
emperyo,43.81913167,labial,news,mid
emperyo,43.81913167,labial,news,mid
emperyo,43.81913167,labial,news,high
emperyo,43.81913167,labial,news,high
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,mid
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,forum,high
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,mid
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
emportansa,47.17853371,labial,news,high
